Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 4750,https://www.congress.gov/bill/102nd-congress/house-bill/4750,102nd Congress (1991-1992),To stabilize emissions of carbon dioxide to protect the global climate.,"Waxman, Henry A. [Rep.-D-CA-24] (Introduced 04/02/1992)",4/2/1992,House - Energy and Commerce,Referred to the Subcommittee on Energy and Power.,4/10/1992,146,,,,,
H.R. 4722,https://www.congress.gov/bill/102nd-congress/house-bill/4722,102nd Congress (1991-1992),"To establish an Ocean and Coastal Resources Management and Development Block Grant program, to protect the marine and coastal environment of the Nation by revising the outer Continental Shelf oil and gas leasing program, to establish a fund to protect the global environment, and for other purposes.","Jones, Walter B. [Rep.-D-NC-1] (Introduced 04/01/1992)",4/1/1992,"House - Interior and Insular Affairs, Merchant Marine and Fisheries",See H.R.776.,10/24/1992,6,,,,,
H.R. 4579,https://www.congress.gov/bill/102nd-congress/house-bill/4579,102nd Congress (1991-1992),To amend the Clean Air Act to strengthen automobile emission standards.,"Owens, Wayne [Rep.-D-UT-2] (Introduced 03/25/1992)",3/25/1992,House - Energy and Commerce,Referred to the Subcommittee on Health and the Environment.,6/15/1992,0,,,,,
H.R. 4571,https://www.congress.gov/bill/102nd-congress/house-bill/4571,102nd Congress (1991-1992),"To amend the Solid Waste Disposal Act to ensure that resident and community interests are fully considered during corrective action at hazardous waste sites, to assist affected residents in better understanding health risks posed by hazardous waste sites, to add additional requirements and authority to the Agency for Toxic Substances and Disease Registry, and for other purposes.","Gephardt, Richard A. [Rep.-D-MO-3] (Introduced 03/25/1992)",3/25/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,4/3/1992,28,,,,,
H.R. 4537,https://www.congress.gov/bill/102nd-congress/house-bill/4537,102nd Congress (1991-1992),"Entitled the, ""Coral Reef Environmental Research Act"".","Scheuer, James H. [Rep.-D-NY-8] (Introduced 03/20/1992)",3/20/1992,"House - Foreign Affairs, Merchant Marine and Fisheries, Science, Space and Technology",Committee Consideration and Mark-up Session Held.,8/5/1992,22,,,,,
H.R. 4486,https://www.congress.gov/bill/102nd-congress/house-bill/4486,102nd Congress (1991-1992),"To amend the Federal Water Pollution Control Act to require the Secretary of the Army and the Administrator of the Environmental Protection Agency to issue rules establishing a program ensuring that there is no net loss in the total number of acres of wetlands that were in the United States on June 8, 1989.","Boxer, Barbara [Rep.-D-CA-6] (Introduced 03/18/1992)",3/18/1992,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources.,3/30/1992,1,,,,,
H.R. 4483,https://www.congress.gov/bill/102nd-congress/house-bill/4483,102nd Congress (1991-1992),To protect and promote stewardship of coral reef ecosystems.,"Jones, Walter B. [Rep.-D-NC-1] (Introduced 03/18/1992)",3/18/1992,"House - Foreign Affairs, Merchant Marine and Fisheries",Committee Consideration and Mark-up Session Held.,8/5/1992,9,,,,,
H.R. 4466,https://www.congress.gov/bill/102nd-congress/house-bill/4466,102nd Congress (1991-1992),To amend the Solid Waste Disposal Act to improve public accountability and public safety in the management of hazardous waste facilities.,"Spratt, John M., Jr. [Rep.-D-SC-5] (Introduced 03/12/1992)",3/12/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,3/23/1992,0,,,,,
H.R. 4465,https://www.congress.gov/bill/102nd-congress/house-bill/4465,102nd Congress (1991-1992),To amend the Solid Waste Disposal Act to improve public accountability and public safety in the management of hazardous waste facilities.,"Spratt, John M., Jr. [Rep.-D-SC-5] (Introduced 03/12/1992)",3/12/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,3/23/1992,0,,,,,
H.R. 4444,https://www.congress.gov/bill/102nd-congress/house-bill/4444,102nd Congress (1991-1992),To amend the Solid Waste Disposal Act to authorize States to restrict the interstate transportation of municipal waste.,"Williams, Pat [Rep.-D-MT-1] (Introduced 03/11/1992)",3/11/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,3/23/1992,0,,,,,
H.R. 4413,https://www.congress.gov/bill/102nd-congress/house-bill/4413,102nd Congress (1991-1992),"To require a 2-year moratorium on the burning of hazardous wastes in cement kilns, and to provide for a study by the Administrator of the Environmental Protection Agency.","Williams, Pat [Rep.-D-MT-1] (Introduced 03/05/1992)",3/5/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,3/13/1992,0,,,,,
H.R. 4409,https://www.congress.gov/bill/102nd-congress/house-bill/4409,102nd Congress (1991-1992),"To reauthorize the national marine sanctuaries program, and for other purposes.","Studds, Gerry E. [Rep.-D-MA-10] (Introduced 03/05/1992)",3/5/1992,House - Merchant Marine and Fisheries,Subcommittee Hearings Held.,3/31/1992,3,,,,,
H.R. 4381,https://www.congress.gov/bill/102nd-congress/house-bill/4381,102nd Congress (1991-1992),To amend the Surface Mining Control and Reclamation Act of 1977 to facilitate the reclamation and restoration of abandoned coal mine lands.,"Rahall, Nick J., II [Rep.-D-WV-4] (Introduced 03/04/1992)",3/4/1992,House - Interior and Insular Affairs,See H.R.776.,4/9/1992,2,,,,,
H.R. 4377,https://www.congress.gov/bill/102nd-congress/house-bill/4377,102nd Congress (1991-1992),To require the Administrator of the Environmental Protection Agency to establish standards for the inclusion of radioactive materials in toxic and hazardous waste at waste sites subject to regulation by the Administrator.,"Baker, Richard H. [Rep.-R-LA-6] (Introduced 03/04/1992)",3/4/1992,"House - Energy and Commerce, Interior and Insular Affairs",Referred to the Subcommittee on Transportation and Hazardous Materials.,5/1/1992,4,,,,,
H.R. 4348,https://www.congress.gov/bill/102nd-congress/house-bill/4348,102nd Congress (1991-1992),"To authorize appropriations for fiscal years 1993 through 1996 to carry out the Solid Waste Disposal Act, and for other purposes.","Staggers, Harley O., Jr. [Rep.-D-WV-2] (Introduced 02/27/1992)",2/27/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,3/13/1992,0,,,,,
H.R. 4343,https://www.congress.gov/bill/102nd-congress/house-bill/4343,102nd Congress (1991-1992),"To amend the Solid Waste Disposal Act to require a refund value for certain beverage containers, and to provide resources for State pollution prevention and recycling programs, and for other purposes.","Markey, Edward J. [Rep.-D-MA-7] (Introduced 02/27/1992)",2/27/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,3/13/1992,69,,,,,
H.R. 4339,https://www.congress.gov/bill/102nd-congress/house-bill/4339,102nd Congress (1991-1992),To amend the Federal Water Pollution Control Act to provide for improvement of the quality of Boston Harbor and adjacent waters.,"Markey, Edward J. [Rep.-D-MA-7] (Introduced 02/27/1992)",2/27/1992,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources.,3/12/1992,8,,,,,
H.R. 4310,https://www.congress.gov/bill/102nd-congress/house-bill/4310,102nd Congress (1991-1992),National Marine Sanctuaries Reauthorization and Improvement Act of 1992,"Hertel, Dennis M. [Rep.-D-MI-14] (Introduced 02/25/1992)",2/25/1992,"House - Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",Text of Measure Incorporated in H.R.5617 (Title II).,10/6/1992,9,,,,,
H.R. 4264,https://www.congress.gov/bill/102nd-congress/house-bill/4264,102nd Congress (1991-1992),"To amend the Federal Water Pollution Control Act to reauthorize the State water pollution control revolving fund program, and for other purposes.","Wise, Robert E., Jr. [Rep.-D-WV-3] (Introduced 02/19/1992)",2/19/1992,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources.,3/2/1992,0,,,,,
H.R. 4258,https://www.congress.gov/bill/102nd-congress/house-bill/4258,102nd Congress (1991-1992),To amend the Solid Waste Disposal Act to provide for State management of solid waste; to reduce and regulate the interstate transportation of solid wastes; and for other purposes.,"Huckaby, Thomas J. (Jerry) [Rep.-D-LA-5] (Introduced 02/19/1992)",2/19/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,2/28/1992,0,,,,,
H.R. 4255,https://www.congress.gov/bill/102nd-congress/house-bill/4255,102nd Congress (1991-1992),"To amend the Federal Water Pollution Control Act to further the protection of wetlands, and for other purposes.","Edwards, Don [Rep.-D-CA-10] (Introduced 02/19/1992)",2/19/1992,"House - Merchant Marine and Fisheries, Public Works and Transportation",Executive Comment Received from National Academy of Sciences.,3/16/1992,81,,,,,
H.R. 4212,https://www.congress.gov/bill/102nd-congress/house-bill/4212,102nd Congress (1991-1992),"To amend the Solid Waste Disposal Act to require the preparation of a rural community impact statement prior to the issuance of a permit for the construction of an off site hazardous waste treatment, storage, or disposal facility in a rural area.","Clinger, William F., Jr. [Rep.-R-PA-23] (Introduced 02/11/1992)",2/11/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,2/28/1992,18,,,,,
H.R. 4185,https://www.congress.gov/bill/102nd-congress/house-bill/4185,102nd Congress (1991-1992),"Entitled, ""The Morris K. Udall Scholarship and Excellence in National Environmental and Native American Public Policy Act of 1992"".","Obey, David R. [Rep.-D-WI-7] (Introduced 02/05/1992)",2/5/1992,House - Education and Labor,Referred to the Subcommittee on Postsecondary Education.,3/2/1992,2,,,,,
H.R. 4167,https://www.congress.gov/bill/102nd-congress/house-bill/4167,102nd Congress (1991-1992),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to require certain States to contribute to other States' shares of cleanup costs.","English, Glenn [Rep.-D-OK-6] (Introduced 02/05/1992)",2/5/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,2/28/1992,0,,,,,
H.R. 4154,https://www.congress.gov/bill/102nd-congress/house-bill/4154,102nd Congress (1991-1992),To provide for participation by the United States in a climate stabilization program.,"Dellums, Ronald V. [Rep.-D-CA-8] (Introduced 02/04/1992)",2/4/1992,"House - Agriculture, Education and Labor, Foreign Affairs, Energy and Commerce, Interior and Insular Affairs, Merchant Marine and Fisheries, Rules, Science, Space and Technology, Ways and Means",Unfavorable Executive Comment Received from National Academy of Sciences.,3/25/1992,2,,,,,
H.R. 4148,https://www.congress.gov/bill/102nd-congress/house-bill/4148,102nd Congress (1991-1992),To designate the Monterey Bay National Marine Sanctuary.,"Panetta, Leon [Rep.-D-CA-16] (Introduced 02/04/1992)",2/4/1992,House - Merchant Marine and Fisheries,Similar Provisions Incorporated in H.R.4310.,8/3/1992,0,,,,,
H.R. 4142,https://www.congress.gov/bill/102nd-congress/house-bill/4142,102nd Congress (1991-1992),To require the Administrator of the Environmental Protection Agency to undertake a study of Superfund sites to assess the progress in reducing the health and environmental risks and to prioritize the need to clean up the remaining sites.,"Gallo, Dean A. [Rep.-R-NJ-11] (Introduced 01/30/1992)",1/30/1992,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,2/7/1992,0,,,,,
H.R. 4072,https://www.congress.gov/bill/102nd-congress/house-bill/4072,102nd Congress (1991-1992),To amend the Solid Waste Disposal Act to prohibit the import into the United States of all solid waste except solid waste imported for the purpose of recycling.,"Paxon, Bill [Rep.-R-NY-31] (Introduced 11/27/1991)",11/27/1991,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,1/14/1992,2,,,,,
H.R. 4058,https://www.congress.gov/bill/102nd-congress/house-bill/4058,102nd Congress (1991-1992),"To amend the Endangered Species Act of 1973 to require the preparation of economic impact analysis with respect to certain actions to protect endangered species and threatened species, and for other purposes.","Dannemeyer, William E. [Rep.-R-CA-39] (Introduced 11/26/1991)",11/26/1991,House - Merchant Marine and Fisheries,"Executive Comment Requested from Interior, Commerce.",12/9/1991,4,,,,,
H.R. 4056,https://www.congress.gov/bill/102nd-congress/house-bill/4056,102nd Congress (1991-1992),To amend the National Fish and Wildlife Foundation Establishment Act.,"Young, Don [Rep.-R-AK-At Large] (Introduced 11/26/1991)",11/26/1991,House - Merchant Marine and Fisheries,Executive Comment Requested from Interior.,12/9/1991,0,,,,,
H.R. 4045,https://www.congress.gov/bill/102nd-congress/house-bill/4045,102nd Congress (1991-1992),"To reauthorize and amend the Endangered Species Act in order to strengthen programs for the conservation of threatened and endangered species, and for other purposes.","Studds, Gerry E. [Rep.-D-MA-10] (Introduced 11/26/1991)",11/26/1991,House - Merchant Marine and Fisheries,"Executive Comment Requested from USDA, Commerce, Interior.",12/9/1991,109,,,,,
