Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 3020,https://www.congress.gov/bill/103rd-congress/house-bill/3020,103rd Congress (1993-1994),"To amend the Water Quality Act of 1987 relating to the treatment works being constructed by the International Boundary and Water Commission in San Diego, California.","Filner, Bob [Rep.-D-CA-50] (Introduced 09/08/1993)",9/8/1993,House - Public Works and Transportation,Sponsor introductory remarks on measure. (CR H6963-6964),9/23/1993,4,,,,,
H.R. 2952,https://www.congress.gov/bill/103rd-congress/house-bill/2952,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act to provide for a Great Lakes pollution prevention demonstration program.,"Kaptur, Marcy [Rep.-D-OH-9] (Introduced 08/06/1993)",8/6/1993,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources and Environment.,8/19/1993,0,,,,,
H.R. 2922,https://www.congress.gov/bill/103rd-congress/house-bill/2922,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act to provide for grant funding of the Columbus Combined Sewer Overflow Advanced Research Project and for other purposes.,"Collins, Mac [Rep.-R-GA-3] (Introduced 08/06/1993)",8/6/1993,"House - Public Works and Transportation, Science, Space and Technology",Referred to the Subcommittee on Water Resources and Environment.,8/19/1993,1,,,,,
H.R. 2919,https://www.congress.gov/bill/103rd-congress/house-bill/2919,103rd Congress (1993-1994),Indoor Air Act of 1994,"Kennedy, Joseph P., II [Rep.-D-MA-8] (Introduced 08/06/1993)",8/6/1993,House - Energy and Commerce,Laid on the table. See S. 656 for further action.,10/3/1994,8,,,,,
H.R. 2918,https://www.congress.gov/bill/103rd-congress/house-bill/2918,103rd Congress (1993-1994),"To establish a National Institute for the Environment, to improve the scientific basis for decision-making on environmental issues, and for other purposes.","Brown, George E., Jr. [Rep.-D-CA-42] (Introduced 08/06/1993)",8/6/1993,"House - Science, Space and Technology",Subcommittee Hearings Held.,11/4/1993,83,,,,,
H.R. 2910,https://www.congress.gov/bill/103rd-congress/house-bill/2910,103rd Congress (1993-1994),"To more fully and accurately inform the public concerning health, safety, and environmental risks, to improve consistency in the presentation of scientific information, and to enhance the scientific credibility of the regulatory decisions of the Environmental Protection Agency.","Moorhead, Carlos J. [Rep.-R-CA-27] (Introduced 08/06/1993)",8/6/1993,"House - Energy and Commerce, Science, Space and Technology",Referred to the Subcommittee on Health and the Environment.,9/3/1993,33,,,,,
H.R. 2905,https://www.congress.gov/bill/103rd-congress/house-bill/2905,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to require the Administrator of the Environmental Protection Agency to make grants to the cities of New York, Los Angeles, and San Diego, the county sanitation districts of Los Angeles County, the municipality of metropolitan Seattle, and the Massachusetts Water Resources Authority for the construction of wastewater treatment works.","Tucker, Walter R., III [Rep.-D-CA-37] (Introduced 08/05/1993)",8/5/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,7,,,,,
H.R. 2898,https://www.congress.gov/bill/103rd-congress/house-bill/2898,103rd Congress (1993-1994),"To amend the Clean Water Act to eliminate certain discharges of chlorine compounds into navigable waters, and for other purposes.","Richardson, Bill [Rep.-D-NM-3] (Introduced 08/05/1993)",8/5/1993,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources and Environment.,8/19/1993,56,,,,,
H.R. 2853,https://www.congress.gov/bill/103rd-congress/house-bill/2853,103rd Congress (1993-1994),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (Superfund) to establish a public-private partnership demonstration project for the cleanup of ground water pollution in the San Gabriel Basin.","Torres, Estaban Edward [Rep.-D-CA-34] (Introduced 08/04/1993)",8/4/1993,"House - Energy and Commerce, Public Works and Transportation",Referred to the Subcommittee on Transportation and Hazardous Materials.,9/3/1993,44,,,,,
H.R. 2848,https://www.congress.gov/bill/103rd-congress/house-bill/2848,103rd Congress (1993-1994),"To amend the Solid Waste Disposal Act to permit Governors to limit the disposal of out-of-State solid waste in their States, and for other purposes.","Sharp, Philip R. [Rep.-D-IN-2] (Introduced 08/03/1993)",8/3/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,9/3/1993,37,,,,,
H.R. 2764,https://www.congress.gov/bill/103rd-congress/house-bill/2764,103rd Congress (1993-1994),"To establish a demonstration program to encourage the full restoration of the Ballona Wetlands, Los Angeles, California, and for other purposes.","Horn, Stephen [Rep.-R-CA-38] (Introduced 07/27/1993)",7/27/1993,"House - Merchant Marine and Fisheries, Public Works and Transportation",Referred to the Subcommittee on Water Resources and Environment.,8/9/1993,8,,,,,
H.R. 2752,https://www.congress.gov/bill/103rd-congress/house-bill/2752,103rd Congress (1993-1994),"To amend the Solid Waste Disposal Act to prohibit the transportation of solid waste from the State in which the waste was generated to another State for purposes of treatment, storage, or disposal, unless the State in which the waste was generated has in effect a law prohibiting nonreturnable beverage containers.","Carr, Bob [Rep.-D-MI-8] (Introduced 07/27/1993)",7/27/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,8/13/1993,0,,,,,
H.R. 2737,https://www.congress.gov/bill/103rd-congress/house-bill/2737,103rd Congress (1993-1994),To require the Administrator of the Environmental Protection Agency to undertake a study of Superfund sites to assess the progress in reducing the health and environmental risks and to prioritize the need to clean up the remaining sites.,"Gallo, Dean A. [Rep.-R-NJ-11] (Introduced 07/26/1993)",7/26/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,8/13/1993,3,,,,,
H.R. 2736,https://www.congress.gov/bill/103rd-congress/house-bill/2736,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to authorize the Administrator of the Environmental Protection Agency to make grants to address waste water needs of the residents of colonias in the southwest region of the United States, and for other purposes.","Coleman, Ronald D. [Rep.-D-TX-16] (Introduced 07/26/1993)",7/26/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,32,,,,,
H.R. 2727,https://www.congress.gov/bill/103rd-congress/house-bill/2727,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act to improve the enforcement and compliance programs.,"Pallone, Frank, Jr. [Rep.-D-NJ-6] (Introduced 07/23/1993)",7/23/1993,"House - Merchant Marine and Fisheries, Public Works and Transportation",Subcommittee Hearings Held.,3/22/1994,49,,,,,
H.R. 2718,https://www.congress.gov/bill/103rd-congress/house-bill/2718,103rd Congress (1993-1994),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 and the Solid Waste Disposal Act to limit the liability under those Acts of lenders and fiduciaries.","Cox, Christopher [Rep.-R-CA-47] (Introduced 07/23/1993)",7/23/1993,"House - Energy and Commerce, Public Works and Transportation",See H.R.3800.,7/27/1994,0,,,,,
H.R. 2709,https://www.congress.gov/bill/103rd-congress/house-bill/2709,103rd Congress (1993-1994),"To encourage owners and operators of contaminated sites to clean up those sites, and for other purposes.","Kreidler, Mike [Rep.-D-WA-9] (Introduced 07/22/1993)",7/22/1993,"House - Energy and Commerce, Public Works and Transportation",See H.R.3800.,7/27/1994,4,,,,,
H.R. 2684,https://www.congress.gov/bill/103rd-congress/house-bill/2684,103rd Congress (1993-1994),To reauthorize and amend the National Fish and Wildlife Foundation Establishment Act.,"Studds, Gerry E. [Rep.-D-MA-10] (Introduced 07/21/1993)",7/21/1993,House - Merchant Marine and Fisheries | Senate - Environment and Public Works,Received in the Senate and read twice and referred to the Committee on Environment and Public Works.,11/4/1993,28,,,,,
H.R. 2658,https://www.congress.gov/bill/103rd-congress/house-bill/2658,103rd Congress (1993-1994),To direct the Secretary of Transportation to establish a program to evaluate the technological feasibility and environmental benefits of having tank vessels carry oil spill prevention and response technology.,"Tauzin, W. J. (Billy) [Rep.-D-LA-3] (Introduced 07/15/1993)",7/15/1993,House - Merchant Marine and Fisheries,Executive Comment Requested from DOT.,7/19/1993,1,,,,,
H.R. 2654,https://www.congress.gov/bill/103rd-congress/house-bill/2654,103rd Congress (1993-1994),To authorize the Administrator of the Environmental Protection Agency to exempt certain small landfills from the groundwater monitoring requirements contained in landfill regulations promulgated by the Agency.,"Sarpalius, Bill [Rep.-D-TX-13] (Introduced 07/15/1993)",7/15/1993,House - Energy and Commerce,Forwarded by Subcommittee to Full Committee (Amended) by Voice Vote.,8/4/1994,49,,,,,
H.R. 2651,https://www.congress.gov/bill/103rd-congress/house-bill/2651,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to provide for confined spoil disposal facilities, and for other purposes.","Oberstar, James L. [Rep.-D-MN-8] (Introduced 07/15/1993)",7/15/1993,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources and Environment.,7/29/1993,2,,,,,
H.R. 2649,https://www.congress.gov/bill/103rd-congress/house-bill/2649,103rd Congress (1993-1994),To authorize States and political subdivisions of States to control the movement of municipal solid waste generated within their jurisdictions.,"Minge, David [Rep.-D-MN-2] (Introduced 07/15/1993)",7/15/1993,House - Energy and Commerce,Subcommittee Hearings Held.,11/5/1993,8,,,,,
H.R. 2604,https://www.congress.gov/bill/103rd-congress/house-bill/2604,103rd Congress (1993-1994),"To establish a Wetlands Center at the Port of Brownsville, Texas, and for other purposes.","Ortiz, Solomon P. [Rep.-D-TX-27] (Introduced 07/01/1993)",7/1/1993,House - Merchant Marine and Fisheries | Senate - Environment and Public Works,Committee on Environment and Public Works. Provisions of measure incorporated into measure S. 476 ordered to be reported.,1/27/1994,0,,,,,
H.R. 2601,https://www.congress.gov/bill/103rd-congress/house-bill/2601,103rd Congress (1993-1994),To redesignate the Environmental Protection Agency as the Department of Environmental Protection.,"Conyers, John, Jr. [Rep.-D-MI-14] (Introduced 07/01/1993)",7/1/1993,House - Government Operations,For Further Action See H.R.3425.,11/4/1993,0,,,,,
H.R. 2583,https://www.congress.gov/bill/103rd-congress/house-bill/2583,103rd Congress (1993-1994),"To establish a California Ocean Protection Zone, and for other purposes.","Eshoo, Anna G. [Rep.-D-CA-14] (Introduced 07/01/1993)",7/1/1993,"House - Natural Resources, Merchant Marine and Fisheries, Public Works and Transportation",Referred to the Subcommittee on Energy and Mineral Resources.,8/6/1993,30,,,,,
H.R. 2580,https://www.congress.gov/bill/103rd-congress/house-bill/2580,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act relating to Federal facilities pollution control.,"DeFazio, Peter A. [Rep.-D-OR-4] (Introduced 07/01/1993)",7/1/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,18,,,,,
H.R. 2572,https://www.congress.gov/bill/103rd-congress/house-bill/2572,103rd Congress (1993-1994),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to establish citizens advisory boards for Department of Energy defense nuclear facilities and to require the Administrator of the Agency for Toxic Substances and Disease Registry to conduct public health and exposure assessments of such facilities.","Richardson, Bill [Rep.-D-NM-3] (Introduced 06/30/1993)",6/30/1993,"House - Armed Services, Energy and Commerce",Referred to the Subcommittee on Transportation and Hazardous Materials.,8/2/1993,24,,,,,
H.R. 2566,https://www.congress.gov/bill/103rd-congress/house-bill/2566,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act to establish a Great Lakes Research Council.,"Fingerhut, Eric D. [Rep.-D-OH-19] (Introduced 06/30/1993)",6/30/1993,"House - Public Works and Transportation, Science, Space and Technology",Referred to the Subcommittee on Water Resources and Environment.,7/12/1993,10,,,,,
H.R. 2565,https://www.congress.gov/bill/103rd-congress/house-bill/2565,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to direct the Administrator of the Environmental Protection Agency to publish lakewide management plans for the Great Lakes, and for other purposes.","Fingerhut, Eric D. [Rep.-D-OH-19] (Introduced 06/30/1993)",6/30/1993,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources and Environment.,7/12/1993,10,,,,,
H.R. 2546,https://www.congress.gov/bill/103rd-congress/house-bill/2546,103rd Congress (1993-1994),"To authorize appropriations for the provision of financial assistance to protect public health, the environment, and water quality along the United States-Mexico border.","de la Garza, E. [Rep.-D-TX-15] (Introduced 06/28/1993)",6/28/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,0,,,,,
H.R. 2545,https://www.congress.gov/bill/103rd-congress/house-bill/2545,103rd Congress (1993-1994),To authorize appropriations for grants by the Environmental Protection Agency and other appropriate entities to assist colonias.,"de la Garza, E. [Rep.-D-TX-15] (Introduced 06/28/1993)",6/28/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,0,,,,,
H.R. 2543,https://www.congress.gov/bill/103rd-congress/house-bill/2543,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to establish requirements and provide assistance to prevent nonpoint sources of water pollution, and for other purposes.","Oberstar, James L. [Rep.-D-MN-8] (Introduced 06/28/1993)",6/28/1993,"House - Agriculture, Merchant Marine and Fisheries, Public Works and Transportation",Subcommittee Hearings Held.,3/23/1994,31,,,,,
H.R. 2488,https://www.congress.gov/bill/103rd-congress/house-bill/2488,103rd Congress (1993-1994),"To establish certain requirements with respect to solid waste and hazardous waste incinerators, and for other purposes.","Richardson, Bill [Rep.-D-NM-3] (Introduced 06/22/1993)",6/22/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,7/16/1993,93,,,,,
H.R. 2462,https://www.congress.gov/bill/103rd-congress/house-bill/2462,103rd Congress (1993-1994),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act and the Solid Waste Disposal Act to limit the liabilities under these Acts of both fiduciaries and lending institutions, including finance lessors, guarantors, and others directly or indirectly holding indicia of ownership primarily to protect a security interest in property which is subject to either Act.","LaFalce, John J. [Rep.-D-NY-29] (Introduced 06/18/1993)",6/18/1993,"House - Energy and Commerce, Public Works and Transportation",See H.R.3800.,7/27/1994,17,,,,,
H.R. 2448,https://www.congress.gov/bill/103rd-congress/house-bill/2448,103rd Congress (1993-1994),Radon Awareness and Disclosure Act of 1994,"Markey, Edward J. [Rep.-D-MA-7] (Introduced 06/17/1993)",6/17/1993,House - Energy and Commerce | Senate - Environment and Public Works,Received in the Senate and read twice and referred to the Committee on Environment and Public Works.,8/1/1994,11,,,,,
H.R. 2390,https://www.congress.gov/bill/103rd-congress/house-bill/2390,103rd Congress (1993-1994),"To establish the Financial Advisory Board, and for other purposes.","Walsh, James T. [Rep.-R-NY-25] (Introduced 06/10/1993)",6/10/1993,"House - Banking, Finance, and Urban Affairs, Education and Labor, Government Operations, Energy and Commerce, Merchant Marine and Fisheries",Referred to the Subcommittee on Health and the Environment.,8/2/1993,0,,,,,
H.R. 2344,https://www.congress.gov/bill/103rd-congress/house-bill/2344,103rd Congress (1993-1994),"To amend title XIV of the Public Health Service Act (the ""Safe Drinking Water Act"") to redirect and extend Federal and State activities to protect public water supplies in the United States, and for other purposes.","Walsh, James T. [Rep.-R-NY-25] (Introduced 06/08/1993)",6/8/1993,House - Energy and Commerce,Referred to the Subcommittee on Health and the Environment.,7/16/1993,0,,,,,
H.R. 2320,https://www.congress.gov/bill/103rd-congress/house-bill/2320,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to provide for implementation of a comprehensive plan for the San Francisco Bay-Delta Estuary, and for other purposes.","Pelosi, Nancy [Rep.-D-CA-8] (Introduced 05/27/1993)",5/27/1993,"House - Merchant Marine and Fisheries, Public Works and Transportation",Referred to the Subcommittee on Water Resources and Environment.,6/10/1993,9,,,,,
H.R. 2319,https://www.congress.gov/bill/103rd-congress/house-bill/2319,103rd Congress (1993-1994),"To amend the Solid Waste Disposal Act to require each department, agency, and instrumentality of the executive branch of the Federal Government to use recycled paper.","McKeon, Howard P. ""Buck"" [Rep.-R-CA-25] (Introduced 05/27/1993)",5/27/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/22/1993,99,,,,,
H.R. 2309,https://www.congress.gov/bill/103rd-congress/house-bill/2309,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act relating to reauthorization of the State water pollution control revolving fund program.,"Frank, Barney [Rep.-D-MA-4] (Introduced 05/27/1993)",5/27/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,9,,,,,
H.R. 2296,https://www.congress.gov/bill/103rd-congress/house-bill/2296,103rd Congress (1993-1994),To amend the Solid Waste Disposal Act to exempt pesticide rinse water degradation systems from subtitle C permit requirements.,"Bilirakis, Michael [Rep.-R-FL-9] (Introduced 05/27/1993)",5/27/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/22/1993,5,,,,,
H.R. 2292,https://www.congress.gov/bill/103rd-congress/house-bill/2292,103rd Congress (1993-1994),To express the sense of the Congress to encourage the President and the Governor of each State to carry out on-site composting at their residences.,"Hochbrueckner, George J. [Rep.-D-NY-1] (Introduced 05/26/1993)",5/26/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/22/1993,97,,,,,
H.R. 2286,https://www.congress.gov/bill/103rd-congress/house-bill/2286,103rd Congress (1993-1994),"To amend the Solid Waste Disposal Act to require States to provide an opportunity for their citizens to participate in comprehensive recycling programs, and for other purposes.","Tauzin, W. J. (Billy) [Rep.-D-LA-3] (Introduced 05/26/1993)",5/26/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/22/1993,62,,,,,
H.R. 2284,https://www.congress.gov/bill/103rd-congress/house-bill/2284,103rd Congress (1993-1994),"To extend until December 31, 1994, the date required for the State of Pennsylvania to submit certain provisions of a Clean Air Act implementation plan applicable to the Liberty Borough PM-10 Nonattainment Area, and for other purposes.","Santorum, Rick [Rep.-R-PA-18] (Introduced 05/26/1993)",5/26/1993,House - Energy and Commerce,Referred to the Subcommittee on Health and the Environment.,6/22/1993,1,,,,,
H.R. 2255,https://www.congress.gov/bill/103rd-congress/house-bill/2255,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to reauthorize and modify the State water pollution control revolving loan program, and for other purposes.","Mineta, Norman Y. [Rep.-D-CA-15] (Introduced 05/25/1993)",5/25/1993,"House - Public Works and Transportation, Ways and Means",See H.R.3948.,3/3/1994,0,,,,,
H.R. 2242,https://www.congress.gov/bill/103rd-congress/house-bill/2242,103rd Congress (1993-1994),"To require the Administrator of the Environmental Protection Agency to establish a program to encourage voluntary environmental cleanup of facilities, and for other purposes.","Swift, Al [Rep.-D-WA-2] (Introduced 05/24/1993)",5/24/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/3/1993,0,,,,,
H.R. 2224,https://www.congress.gov/bill/103rd-congress/house-bill/2224,103rd Congress (1993-1994),"To establish the Office of National Environmental Technologies, and for other purposes.","Kennedy, Joseph P., II [Rep.-D-MA-8] (Introduced 05/20/1993)",5/20/1993,"House - Banking, Finance, and Urban Affairs, Judiciary, Science, Space and Technology",Referred to the Subcommittee on Economic and Commercial Law.,6/24/1993,0,,,,,
H.R. 2212,https://www.congress.gov/bill/103rd-congress/house-bill/2212,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act to provide medium-sized cities two additional years for submitting applications for stormwater permits and to extend the date for issuance of stormwater permits to medium-sized cities correspondingly.,"Duncan, John J., Jr. [Rep.-R-TN-2] (Introduced 05/20/1993)",5/20/1993,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources and Environment.,6/1/1993,0,,,,,
H.R. 2209,https://www.congress.gov/bill/103rd-congress/house-bill/2209,103rd Congress (1993-1994),To amend subtitle C of the Solid Waste Disposal Act to establish safety zones around Federal prisons in which certain facilities may not be permitted.,"Clinger, William F., Jr. [Rep.-R-PA-5] (Introduced 05/20/1993)",5/20/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/3/1993,3,,,,,
H.R. 2207,https://www.congress.gov/bill/103rd-congress/house-bill/2207,103rd Congress (1993-1994),"To amend the Endangered Species Act of 1973 with common sense amendments to strengthen the Act, enhance wildlife conservation and management, augment funding, and protect fishing, hunting, and trapping.","Brewster, Bill K. [Rep.-D-OK-3] (Introduced 05/20/1993)",5/20/1993,House - Merchant Marine and Fisheries,Sponsor introductory remarks on measure. (CR E1476-1477),6/10/1993,26,,,,,
H.R. 2199,https://www.congress.gov/bill/103rd-congress/house-bill/2199,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to reauthorize and modify the State water pollution control revolving loan program, and for other purposes.","Studds, Gerry E. [Rep.-D-MA-10] (Introduced 05/20/1993)",5/20/1993,"House - Merchant Marine and Fisheries, Public Works and Transportation, Ways and Means",Committee Hearings Held.,3/15/1994,16,,,,,
H.R. 2189,https://www.congress.gov/bill/103rd-congress/house-bill/2189,103rd Congress (1993-1994),To provide for a delay in the effective date of certain regulations applicable to municipal solid waste landfills under the Solid Waste Disposal Act.,"Slattery, Jim [Rep.-D-KS-2] (Introduced 05/19/1993)",5/19/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/3/1993,0,,,,,
H.R. 2173,https://www.congress.gov/bill/103rd-congress/house-bill/2173,103rd Congress (1993-1994),Relating to the procedures and criteria for the issuance of permits authorizing the ocean dumping of dredged material.,"Menendez, Robert [Rep.-D-NJ-13] (Introduced 05/19/1993)",5/19/1993,"House - Merchant Marine and Fisheries, Public Works and Transportation","Executive Comment Requested from Army Corps of Engineers, EPA.",6/1/1993,7,,,,,
H.R. 2137,https://www.congress.gov/bill/103rd-congress/house-bill/2137,103rd Congress (1993-1994),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to provide relief to local taxpayers, municipalities, and small businesses regarding the cleanup of hazardous substances, and for other purposes.","Torricelli, Robert G. [Rep.-D-NJ-9] (Introduced 05/17/1993)",5/17/1993,"House - Energy and Commerce, Public Works and Transportation",See H.R.3800.,7/27/1994,23,,,,,
H.R. 2105,https://www.congress.gov/bill/103rd-congress/house-bill/2105,103rd Congress (1993-1994),"To establish a program to assure nondiscriminatory compliance with all environmental, health and safety laws and to assure equal protection of the public health.","Lewis, John [Rep.-D-GA-5] (Introduced 05/12/1993)",5/12/1993,"House - Agriculture, Education and Labor, Energy and Commerce, Public Works and Transportation",Subcommittee Hearings Held.,11/18/1993,44,,,,,
H.R. 2093,https://www.congress.gov/bill/103rd-congress/house-bill/2093,103rd Congress (1993-1994),"To encourage the use of clean fuels, encourage the development of a clean fuels refueling infrastructure, and reduce the dependency on foreign oil, and for other purposes.","Gallo, Dean A. [Rep.-R-NJ-11] (Introduced 05/12/1993)",5/12/1993,House - Energy and Commerce,Referred to the Subcommittee on Health and the Environment.,6/22/1993,5,,,,,
H.R. 2078,https://www.congress.gov/bill/103rd-congress/house-bill/2078,103rd Congress (1993-1994),"To amend the Solid Waste Disposal Act to require comprehensive plans and cooperative programs for the recycling of plastics, automobiles, and appliances.","Torricelli, Robert G. [Rep.-D-NJ-9] (Introduced 05/11/1993)",5/11/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/3/1993,0,,,,,
H.R. 2063,https://www.congress.gov/bill/103rd-congress/house-bill/2063,103rd Congress (1993-1994),To amend existing law relating to the National Coastal Resources Research and Development Institute.,"Furse, Elizabeth [Rep.-D-OR-1] (Introduced 05/11/1993)",5/11/1993,"House - Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",Received in the Senate and read twice and referred to the Committee on Commerce.,3/23/1994,0,,,,,
H.R. 2043,https://www.congress.gov/bill/103rd-congress/house-bill/2043,103rd Congress (1993-1994),To reauthorize and amend the Endangered Species Act of 1973.,"Studds, Gerry E. [Rep.-D-MA-10] (Introduced 05/06/1993)",5/6/1993,House - Merchant Marine and Fisheries,Executive Comment Requested from Interior.,5/17/1993,115,,,,,
H.R. 2017,https://www.congress.gov/bill/103rd-congress/house-bill/2017,103rd Congress (1993-1994),To amend the Solid Waste Disposal Act to require the testing of ash generated from the incineration of municipal solid waste before its disposal.,"Hochbrueckner, George J. [Rep.-D-NY-1] (Introduced 05/06/1993)",5/6/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/3/1993,16,,,,,
H.R. 1994,https://www.congress.gov/bill/103rd-congress/house-bill/1994,103rd Congress (1993-1994),"Environmental Research, Development, and Demonstration Authorization Act of 1993","Valentine, Tim [Rep.-D-NC-2] (Introduced 05/05/1993)",5/5/1993,"House - Science, Space and Technology | Senate - Environment and Public Works",Subcommittee on Toxic Substances and Research. Hearings held.,7/21/1994,2,,,,,
H.R. 1992,https://www.congress.gov/bill/103rd-congress/house-bill/1992,103rd Congress (1993-1994),"To amend the Endangered Species Act of 1973 to ensure that listing of species is in the public interest, that species are listed only on basis of actual threats, not speculative future threats to their existence, that listing of species and designation of their critical habitat will be subject to blind peer review, that persons conducting listing processes do not benefit economically from a listing decision, that emergency listing without full public and scientific community participation will occur only in emergency situations, that incidental take prosecutions will occur only after a recovery plan has been prepared which provides guidance as to what constitutes a take, and that the Act does not encourage suits between private citizens, and for other purposes.","Smith, Robert [Rep.-R-OR-2] (Introduced 05/05/1993)",5/5/1993,House - Merchant Marine and Fisheries,Executive Comment Requested from Interior.,5/11/1993,12,,,,,
H.R. 1980,https://www.congress.gov/bill/103rd-congress/house-bill/1980,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act to provide additional assistance to economically distressed rural communities under the State water pollution control revolving loan fund program.,"Long, Jill L. [Rep.-D-IN-4] (Introduced 05/05/1993)",5/5/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,37,,,,,
H.R. 1970,https://www.congress.gov/bill/103rd-congress/house-bill/1970,103rd Congress (1993-1994),To establish a scrap tire trust fund to provide financial assistance to States to eliminate current scrap tire piles and to manage the future disposal of scrap tires.,"Slattery, Jim [Rep.-D-KS-2] (Introduced 05/04/1993)",5/4/1993,"House - Energy and Commerce, Ways and Means",Referred to the Subcommittee on Transportation and Hazardous Materials.,5/21/1993,11,,,,,
H.R. 1967,https://www.congress.gov/bill/103rd-congress/house-bill/1967,103rd Congress (1993-1994),To amend the Solid Waste Disposal Act to provide for a scrap tire management and recovery program.,"Slattery, Jim [Rep.-D-KS-2] (Introduced 05/04/1993)",5/4/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/3/1993,11,,,,,
H.R. 1930,https://www.congress.gov/bill/103rd-congress/house-bill/1930,103rd Congress (1993-1994),To authorize a national program to reduce the threat to human health posed by exposure to contaminants in the air indoors.,"Kennedy, Joseph P., II [Rep.-D-MA-8] (Introduced 04/29/1993)",4/29/1993,"House - Education and Labor, Energy and Commerce, Science, Space and Technology",Referred to the Subcommittee on Health and the Environment.,5/21/1993,28,,,,,
H.R. 1925,https://www.congress.gov/bill/103rd-congress/house-bill/1925,103rd Congress (1993-1994),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to require the Administrator of the Agency for Toxic Substances and Disease Registry to collect and maintain information on the race, age, gender, ethnic origin, income level, and educational level of persons living in communities adjacent to toxic substance contamination.","Collins, Barbara-Rose [Rep.-D-MI-15] (Introduced 04/29/1993)",4/29/1993,House - Energy and Commerce,Subcommittee Hearings Held.,11/18/1993,25,,,,,
H.R. 1924,https://www.congress.gov/bill/103rd-congress/house-bill/1924,103rd Congress (1993-1994),To amend the Solid Waste Disposal Act to allow petitions to be submitted to prevent certain waste facilities from being constructed in environmentally disadvantaged communities.,"Collins, Cardiss [Rep.-D-IL-7] (Introduced 04/29/1993)",4/29/1993,House - Energy and Commerce,Subcommittee Hearings Held.,11/18/1993,29,,,,,
H.R. 1907,https://www.congress.gov/bill/103rd-congress/house-bill/1907,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act relating to civil penalties.,"Peterson, Douglas (Pete) [Rep.-D-FL-2] (Introduced 04/28/1993)",4/28/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,0,,,,,
